Date,Time,Indoor Temp,Outdoor Temp,Brightness,Indoor Humidity,Outdoor Humidity,Presure,Noise Level,Online For
2025-02-01,10:10:45,21.80,8.00,116,37.40,74.00,1026.38,43,43
2025-02-01,10:20:47,19.80,9.50,128,39.40,67.00,1026.32,52,641
2025-02-01,10:30:46,19.30,9.00,118,38.70,66.70,1026.42,49,1239
2025-02-01,10:40:46,19.40,8.70,132,39.60,66.20,1026.51,48,1837
2025-02-01,10:50:47,19.80,8.50,126,40.60,67.90,1026.45,59,2435
2025-02-01,11:00:48,19.90,9.20,128,41.20,65.40,1026.43,39,3034
2025-02-01,11:10:48,20.00,9.20,126,41.20,65.10,1026.41,62,3632
2025-02-01,11:20:49,19.90,8.80,126,41.10,66.00,1026.30,49,4230
2025-02-01,11:30:49,19.40,8.50,136,41.30,66.50,1026.38,48,4828
2025-02-01,11:40:48,19.00,9.40,138,40.50,65.00,1026.15,49,5426
2025-02-01,11:50:49,18.40,9.40,138,38.90,64.40,1026.11,52,6024
2025-02-01,12:00:49,19.00,9.10,130,39.90,64.40,1025.91,46,6623
2025-02-01,12:10:49,19.70,9.60,116,41.30,63.00,1025.80,48,7221
2025-02-01,12:20:49,19.70,8.80,136,40.70,64.50,1025.61,44,7819
2025-02-01,12:30:50,19.90,8.80,118,40.80,64.50,1025.51,54,8417
2025-02-01,12:40:49,19.60,9.50,134,40.80,63.00,1025.58,56,9015
2025-02-01,12:50:49,19.50,9.80,124,41.10,61.80,1025.47,51,9613
2025-02-01,13:00:50,19.60,9.50,138,41.10,61.90,1025.40,56,10211
2025-02-01,13:10:51,19.50,10.00,126,40.60,60.60,1025.46,60,10810
2025-02-01,13:20:50,19.50,10.00,122,40.80,60.30,1025.42,49,11408
2025-02-01,16:15:16,21.50,10.20,112,37.80,54.30,1024.49,46,21830
2025-02-01,16:51:14,24.90,8.00,92,32.70,64.40,1024.24,156,48
2025-02-01,17:01:15,22.30,10.80,122,33.20,54.30,1024.47,183,646
2025-02-01,17:11:15,22.40,10.80,126,35.10,53.70,1024.45,132,1244
2025-02-01,17:21:15,21.40,10.80,78,33.90,52.90,1024.55,137,1842
2025-02-01,17:31:17,21.20,10.70,78,34.80,52.70,1024.39,156,2440
2025-02-01,17:41:16,21.20,10.70,108,34.70,52.70,1024.45,390,3039
2025-02-01,17:51:17,21.30,10.50,126,35.50,52.40,1024.36,156,3637
2025-02-01,18:01:16,20.80,10.20,108,35.20,53.00,1024.34,134,4235
2025-02-01,18:11:17,20.80,10.10,112,35.50,52.90,1024.18,126,4833
2025-02-01,18:21:17,20.70,9.00,128,36.30,55.70,1024.10,187,5432
2025-02-01,18:31:18,20.50,9.00,110,36.40,55.70,1024.06,120,6030
2025-02-01,18:41:18,20.20,8.60,128,36.10,57.00,1023.81,146,6628
2025-02-01,18:51:18,20.40,7.90,122,35.70,59.80,1023.66,140,7226
2025-02-01,19:01:18,20.20,7.70,132,36.70,60.60,1023.61,148,7825
2025-02-01,19:11:19,20.20,8.40,126,36.50,59.90,1023.38,130,8423
2025-02-01,19:21:19,20.30,8.90,132,36.60,58.20,1023.45,156,9021
2025-02-01,19:31:20,20.20,8.70,108,36.70,57.70,1023.44,827,9620
2025-02-01,19:41:20,20.10,8.80,130,36.10,57.80,1023.47,243,10218
2025-02-01,19:51:20,19.40,9.20,126,35.80,57.50,1023.32,130,10816
2025-02-01,20:01:21,18.70,8.90,106,38.60,58.00,1023.35,155,11414
2025-02-01,20:11:21,17.80,9.10,108,41.10,56.90,1023.36,133,12013
2025-02-01,20:21:30,17.90,8.70,118,42.20,57.80,1023.22,156,12611
2025-02-01,20:31:30,17.70,9.10,118,43.10,56.90,1023.06,142,13209
2025-02-01,20:41:29,17.90,9.00,118,42.80,56.70,1022.92,150,13807
2025-02-01,20:51:29,17.40,9.20,78,41.80,56.80,1022.91,181,14405
2025-02-01,21:01:30,17.60,9.30,76,43.00,57.00,1022.66,422,15004
2025-02-01,21:11:31,17.90,9.30,76,43.20,57.30,1022.57,159,15602
2025-02-01,21:21:24,20.30, nan,92,50.00, nan,1022.50,776,65
2025-02-01,21:31:31,23.00, nan,72,45.60, nan,1022.16,760,299
2025-02-01,21:41:25,23.70, nan,78,44.30, nan,1022.04,1022,41
2025-02-01,21:51:29,20.30,9.00,74,37.90,64.50,1022.13,432,179
2025-02-01,22:01:30,17.90,9.70,78,41.00,57.90,1022.19,404,778
2025-02-01,22:11:31,17.30,9.70,76,41.20,57.10,1022.24,183,1376
2025-02-01,22:21:31,17.20,9.40,78,42.00,56.30,1022.21,174,1974
2025-02-01,22:31:32,17.20,9.60,76,41.70,55.80,1022.12,175,2572
2025-02-01,22:41:31,17.20,9.60,74,41.90,55.20,1021.92,165,3170
2025-02-01,22:51:31,17.20,9.80,78,43.20,55.20,1021.87,162,3768
2025-02-01,23:01:32,17.50,9.60,80,43.90,55.50,1021.76,159,4366
2025-02-01,23:11:32,17.40,9.60,76,43.30,56.10,1021.74,158,4964
2025-02-01,23:21:32,17.80,9.50,80,44.30,56.40,1021.48,429,5563
2025-02-01,23:31:33,17.50,9.60,76,44.20,56.00,1021.38,387,6161
2025-02-01,23:41:33,17.40,9.60,68,44.20,56.40,1021.21,139,6759
2025-02-01,23:51:34,17.30,9.50,72,43.80,56.20,1021.35,588,7358
2025-02-02,00:01:34,17.50,9.60,78,44.20,56.40,1021.25,329,7956
2025-02-02,00:11:34,17.50,9.50,80,44.70,56.40,1021.28,180,8554
2025-02-02,00:21:35,17.40,9.70,76,43.50,55.80,1021.09,193,9153
2025-02-02,00:31:35,17.40,9.50,70,43.80,55.50,1021.05,183,9751
2025-02-02,00:41:36,17.30,9.40,74,42.90,54.80,1021.05,177,10349
2025-02-02,00:51:35,17.50,9.40,78,43.70,54.00,1020.88,420,10947
2025-02-02,01:01:35,17.30,9.50,78,43.60,53.20,1020.77,186,11545
2025-02-02,01:11:36,17.20,9.60,80,42.90,52.80,1020.64,154,12144
2025-02-02,01:21:37,17.30,9.50,72,42.60,52.10,1020.59,183,12742
2025-02-02,01:31:36,17.20,9.40,76,43.50,52.40,1020.37,186,13340
2025-02-02,01:41:37,17.20,9.50,72,43.70,51.90,1020.35,389,13938
2025-02-02,01:51:38,17.20,9.60,72,43.70,51.80,1020.27,171,14536
2025-02-02,02:01:37,17.20,9.40,74,43.40,51.00,1020.21,155,15134
2025-02-02,02:11:38,17.10,9.50,76,42.80,50.50,1020.12,170,15733
2025-02-02,02:21:38,17.10,9.50,80,42.70,50.80,1019.98,171,16331
2025-02-02,02:31:38,17.00,9.50,80,42.20,51.00,1019.75,414,16929
2025-02-02,02:41:38,17.00,9.40,66,43.00,50.80,1019.56,398,17527
2025-02-02,02:51:39,17.00,9.50,74,43.00,50.50,1019.49,168,18126
2025-02-02,03:01:39,17.00,9.50,80,43.00,50.40,1019.29,155,18724
2025-02-02,03:11:39,16.90,9.50,72,42.50,50.30,1018.96,169,19322
2025-02-02,03:21:39,16.90,9.50,78,42.80,50.30,1018.92,408,19920
2025-02-02,03:31:39,16.80,9.60,76,42.60,50.10,1018.75,395,20518
2025-02-02,03:41:40,16.70,9.70,78,41.80,49.90,1018.64,162,21117
2025-02-02,03:51:40,16.90,9.30,56,42.80,50.40,1018.49,415,21715
2025-02-02,04:01:41,16.60,9.20,76,41.60,50.10,1018.44,170,22314
2025-02-02,04:11:40,16.80,9.40,78,42.10,50.40,1018.45,177,22912
2025-02-02,04:21:42,16.70,9.50,78,42.40,50.10,1018.41,412,23510
2025-02-02,04:31:41,16.60,9.00,74,42.10,51.10,1018.23,150,24108
2025-02-02,04:41:42,16.60,9.20,80,42.00,50.60,1018.23,174,24706
2025-02-02,04:51:41,16.60,9.30,74,42.10,50.30,1018.23,167,25305
2025-02-02,05:01:41,16.60,9.20,80,42.00,50.30,1018.14,154,25903
2025-02-02,05:11:42,16.30,9.10,74,41.80,50.60,1018.10,183,26501
2025-02-02,05:21:42,16.50,8.90,70,41.90,51.20,1017.97,191,27099
2025-02-02,05:31:42,16.50,9.10,74,42.10,50.60,1017.92,194,27697
2025-02-02,05:41:43,16.50,9.00,76,42.10,51.30,1017.90,185,28296
2025-02-02,05:51:44,16.50,8.90,74,42.50,51.60,1017.95,424,28894
2025-02-02,06:01:44,16.40,9.10,76,42.30,50.60,1017.86,179,29492
2025-02-02,06:11:45,16.40,9.00,76,42.20,51.30,1017.85,197,30091
2025-02-02,06:21:45,16.40,8.90,80,42.00,51.40,1017.61,155,30689
2025-02-02,06:31:45,16.20,8.70,80,41.70,51.80,1017.62,479,31287
2025-02-02,06:41:46,16.30,8.80,84,42.60,51.70,1017.63,173,31886
2025-02-02,06:51:46,16.30,8.90,76,41.90,51.90,1017.64,146,32484
2025-02-02,07:01:47,16.40,9.10,78,41.90,51.70,1017.72,368,33082
2025-02-02,08:14:44,16.10,9.10,132,40.60,52.20,1018.08,448,321
2025-02-02,08:24:44,16.00,9.10,130,41.90,52.80,1018.30,167,919
2025-02-02,08:34:44,16.00,9.30,142,41.30,52.80,1018.23,396,1518
2025-02-02,08:44:46,15.90,9.30,130,40.30,52.60,1018.33,469,2116
2025-02-02,08:54:46,16.00,9.30,144,39.90,52.70,1018.22,380,2715
2025-02-02,09:04:46,16.30,9.40,152,39.30,52.70,1018.25,176,3313
2025-02-02,09:14:46,16.60,9.70,164,38.90,52.70,1018.23,473,3911
2025-02-02,09:24:46,17.00,9.60,188,38.40,53.00,1018.19,178,4509
2025-02-02,09:34:47,17.20,9.80,198,37.70,52.70,1018.24,165,5107
2025-02-02,09:44:48,17.30,9.90,156,37.20,52.90,1018.23,180,5706
2025-02-02,09:54:55,17.30,10.00,314,37.30,52.60,1018.18,422,6304
2025-02-02,10:04:55,17.10,10.00,184,37.50,52.40,1018.29,171,6902
2025-02-02,10:14:56,17.00,10.10,292,37.70,52.00,1018.50,177,7500
2025-02-02,10:24:57,17.10,10.20,354,37.60,52.00,1018.58,517,8099
2025-02-02,10:34:57,17.10,10.40,320,38.50,51.70,1018.62,479,8697
2025-02-02,10:44:58,17.00,10.60,158,37.20,50.70,1018.63,184,9295
2025-02-02,10:54:57,17.00,10.60,336,37.40,51.10,1018.74,226,9893
2025-02-02,11:04:57,17.00,10.80,426,37.70,50.80,1018.84,190,10491
2025-02-02,11:14:57,16.90,10.60,290,37.60,50.80,1018.89,172,11089
2025-02-02,11:24:57,17.20,10.50,358,39.70,51.00,1018.97,183,11687
2025-02-02,11:34:58,17.30,10.60,366,40.60,50.60,1019.06,183,12286
2025-02-02,11:44:58,17.50,10.80,328,39.80,50.30,1019.01,195,12884
2025-02-02,11:54:58,17.50,10.70,314,39.60,49.40,1018.86,192,13482
2025-02-02,12:04:58,17.40,11.00,308,38.30,48.90,1018.85,165,14080
2025-02-02,12:14:59,17.40,11.30,326,38.40,48.30,1018.83,205,14678
2025-02-02,12:25:00,17.80,11.00,286,39.30,48.50,1018.97,209,15276
2025-02-02,12:34:59,17.60,11.00,278,38.50,48.10,1018.86,192,15874
2025-02-02,12:45:00,17.80,11.30,260,38.90,48.30,1018.87,202,16473
2025-02-02,12:55:00,17.60,11.20,266,38.90,48.10,1018.76,168,17071
2025-02-02,13:05:00,17.50,10.40,288,38.10,49.70,1018.60,198,17669
2025-02-02,13:15:00,17.50,11.40,272,38.40,48.40,1018.65,168,18267
2025-02-02,13:25:01,17.60,11.40,264,38.10,48.00,1018.63,205,18865
2025-02-02,13:35:01,17.70,11.60,254,38.30,47.60,1018.53,177,19463
2025-02-02,13:45:09,18.00,11.30,256,39.30,48.50,1018.45,159,20061
2025-02-02,13:55:02,18.10,11.40,236,39.60,48.70,1018.44,383,20659
2025-02-02,14:05:01,18.10,11.20,232,40.10,49.10,1018.44,429,21258
2025-02-02,14:15:02,18.20,11.50,216,39.80,49.40,1018.49,170,21856
2025-02-02,14:25:02,18.10,11.20,212,38.60,49.50,1018.52,415,22454
2025-02-02,14:35:10,18.00,11.30,204,40.00,49.30,1018.46,164,23052
2025-02-02,14:45:03,18.00,10.90,188,40.10,50.60,1018.54,166,23650
2025-02-02,14:55:04,17.70,9.90,180,40.00,52.70,1018.34,174,24249
2025-02-02,15:05:04,18.00,10.80,182,40.30,52.50,1018.21,369,24847
2025-02-02,15:15:03,18.20,10.20,234,40.30,52.10,1018.27,178,25445
2025-02-02,15:25:04,18.00,9.40,158,40.30,54.70,1018.26,491,26043
2025-02-02,15:35:04,18.00,9.50,198,41.20,55.10,1018.35,173,26641
2025-02-02,15:45:05,18.00,9.10,158,41.10,56.30,1018.26,174,27239
2025-02-02,15:55:05,17.60,9.90,140,40.70,56.00,1018.40,165,27837
2025-02-02,16:05:05,17.60,10.50,112,40.20,54.00,1018.56,190,28436
2025-02-02,16:15:06,17.60,10.20,108,40.70,54.40,1018.57,845,29034
2025-02-02,16:25:06,17.50,10.50,96,40.40,53.90,1018.78,184,29632
2025-02-02,16:35:07,17.50,10.50,90,40.70,53.60,1018.88,849,30230
2025-02-02,16:45:06,17.50,10.50,76,40.50,53.40,1019.04,476,30829
2025-02-02,16:55:07,17.10,10.50,78,39.70,53.30,1019.23,181,31427
2025-02-02,17:05:07,17.30,10.50,76,41.10,53.40,1019.18,444,32025
2025-02-02,17:15:08,17.50,10.40,78,41.10,53.70,1019.48,427,32624
2025-02-02,17:25:08,17.80,10.60,76,40.10,53.30,1019.65,159,33222
2025-02-02,17:55:55,19.50,10.60,80,43.80,52.90,1019.72,166,28
2025-02-02,18:05:32,20.00,10.60,76,44.30,53.30,1019.99,195,597
2025-02-02,18:05:55,20.00,10.60,80,44.50,53.30,1019.88,197,626
2025-02-02,18:15:32,19.90,10.60,78,44.90,53.40,1020.16,172,1195
2025-02-02,18:15:55,19.90,10.60,66,45.20,53.40,1020.29,180,1224
2025-02-02,18:25:32,19.60,9.30,74,45.10,56.40,1020.50,180,1793
2025-02-02,18:25:55,19.60,9.40,72,45.20,56.40,1020.46,203,1822
2025-02-02,18:35:33,19.60,10.00,78,45.20,55.70,1020.59,444,2392
2025-02-02,18:35:56,19.60,10.00,76,45.10,55.70,1020.61,436,2421
2025-02-02,18:45:33,19.50,9.60,82,45.50,55.60,1020.80,165,2990
2025-02-02,18:45:56,19.50,9.50,76,45.70,55.70,1020.78,165,3019
2025-02-02,18:55:34,19.30,9.50,76,45.50,57.10,1020.66,198,3588
2025-02-02,18:55:56,19.30,9.40,72,44.90,57.00,1020.62,353,3617
2025-02-02,19:05:35,19.40,9.50,74,45.50,57.30,1020.83,176,4186
2025-02-02,19:05:57,19.30,9.40,76,45.60,57.30,1020.81,161,4216
2025-02-02,19:15:35,19.30,9.70,78,45.80,57.00,1021.10,180,4785
2025-02-02,19:15:58,19.30,9.60,80,45.60,57.00,1021.10,201,4814
2025-02-02,19:25:36,19.20,8.50,80,45.20,58.80,1021.19,172,5383
2025-02-02,19:25:58,19.20,8.70,76,45.20,59.10,1021.21,148,5412
2025-02-02,19:35:35,18.70,8.30,82,44.40,58.20,1021.32,162,5981
2025-02-02,19:35:57,18.70,8.30,76,44.80,58.50,1021.22,167,6010
2025-02-02,19:45:36,18.70,9.10,84,45.10,57.30,1021.32,186,6579
2025-02-02,19:45:58,18.70,9.10,78,45.00,57.30,1021.30,171,6608
2025-02-02,19:55:35,18.70,8.80,84,45.30,58.00,1021.40,164,7177
2025-02-02,19:55:59,18.70,8.80,72,45.40,58.00,1021.44,371,7207
2025-02-02,20:05:36,18.80,8.70,76,45.40,57.90,1021.30,405,7775
2025-02-02,20:06:07,18.80,8.70,72,45.60,58.00,1021.38,171,7805
2025-02-02,20:15:37,18.70,8.60,78,45.00,57.50,1021.65,165,8374
2025-02-02,20:16:07,18.70,8.40,78,45.00,57.30,1021.50,433,8403
2025-02-02,20:25:37,18.60,8.30,76,45.20,58.20,1021.61,187,8972
2025-02-02,20:26:07,18.60,8.30,76,44.90,58.10,1021.60,420,9002
2025-02-02,20:35:38,18.50,7.80,76,44.80,58.90,1021.64,877,9570
2025-02-02,20:36:08,18.50,7.70,78,45.00,59.00,1021.60,450,9600
2025-02-02,20:45:38,18.40,7.10,78,44.50,61.00,1021.51,416,10169
2025-02-02,20:46:09,18.40,7.10,84,44.60,61.30,1021.54,202,10198
2025-02-02,20:55:39,18.20,7.70,80,44.30,60.40,1021.59,427,10767
2025-02-02,20:56:09,18.20,7.80,78,44.30,60.30,1021.60,162,10796
2025-02-02,21:05:39,18.10,7.00,84,44.10,61.50,1021.75,208,11365
2025-02-02,21:06:09,18.10,6.90,76,44.30,61.90,1021.71,196,11394
2025-02-02,21:15:40,18.10,7.00,72,44.30,60.80,1021.85,198,11963
2025-02-02,21:16:10,18.10,6.90,76,44.40,61.40,1021.91,496,11993
2025-02-02,21:26:03,20.00,3.80,78,42.20,73.00,1021.81,166,27
2025-02-02,21:35:43,17.90,6.30,74,42.90,67.30,1022.04,180,605
2025-02-02,21:36:04,17.90,6.40,76,43.00,67.30,1021.97,424,625
2025-02-02,21:45:44,17.50,6.70,78,42.60,66.40,1022.08,155,1203
2025-02-02,21:46:05,17.40,6.70,76,42.60,66.40,1021.97,165,1224
2025-02-02,21:55:44,17.30,6.20,78,43.40,67.00,1022.15,148,1802
2025-02-02,21:56:05,17.30,6.20,78,43.60,67.00,1022.20,166,1822
2025-02-02,22:05:52,17.30,6.70,74,42.70,67.00,1022.25,443,2400
2025-02-02,22:06:05,17.30,6.70,78,42.90,66.80,1022.23,146,2420
2025-02-02,22:15:32,17.30,7.00,72,43.20,65.30,1021.98,151,2978
2025-02-02,22:25:32,17.30,7.20,78,42.70,66.20,1021.95,483,3577
2025-02-02,22:35:32,17.20,7.30,74,43.10,65.20,1021.76,152,4175
2025-02-02,22:45:34,17.00,6.50,72,42.20,67.60,1021.67,410,4773
2025-02-02,22:55:33,17.10,7.20,74,42.50,66.30,1021.82,167,5372
2025-02-02,23:05:34,16.80,6.20,78,42.80,67.50,1021.57,169,5970
2025-02-02,23:15:37,16.90,6.50,72,43.30,66.40,1021.59,150,6571
2025-02-02,23:25:40,16.80,6.80,76,43.20,65.10,1021.77,142,7172
2025-02-02,23:35:44,16.70,6.40,78,42.50,63.90,1021.61,158,7774
2025-02-02,23:45:49,16.60,6.30,78,42.60,63.20,1021.81,171,8376
2025-02-03,00:16:18,16.20,5.00,80,42.20,66.40,1021.38,145,10199
2025-02-03,01:12:51,16.50,5.30,78,42.90,64.30,1021.25,147,13584
2025-02-03,01:23:07,16.30,5.70,70,43.10,63.60,1021.51,144,14183
2025-02-03,01:32:51,15.90,5.30,70,42.30,64.90,1021.26,213,14781
2025-02-03,01:42:51,16.00,6.00,72,42.20,64.40,1021.45,165,15380
2025-02-03,01:52:54,16.00,5.50,74,42.60,64.00,1021.39,153,15980
2025-02-03,02:03:11,16.00,5.80,80,42.00,63.50,1021.33,140,16579
2025-02-03,02:13:01,15.50,6.00,80,41.80,63.90,1021.29,159,17181
2025-02-03,02:23:04,15.50,5.70,80,41.90,63.50,1021.33,886,17783
2025-02-03,02:33:12,15.50,4.80,78,42.20,65.60,1021.41,397,18388
2025-02-03,02:43:17,15.30,5.50,78,42.00,66.30,1021.44,147,18991
2025-02-03,02:53:22,15.70,5.70,74,43.40,64.90,1021.70,154,19595
2025-02-03,03:03:23,15.70,4.70,78,42.90,66.80,1021.60,156,20193
2025-02-03,03:13:23,15.90,5.50,74,43.10,65.40,1021.91,439,20791
2025-02-03,03:23:24,15.50,4.90,72,42.00,64.80,1021.86,501,21390
2025-02-03,03:33:23,15.60,5.20,76,43.20,66.20,1021.86,138,21988
2025-02-03,03:43:33,15.20,5.20,76,42.60,68.90,1021.95,150,22586
2025-02-03,03:53:28,15.00,5.20,80,42.90,69.00,1021.94,141,23189
2025-02-03,04:03:33,15.40,5.20,78,42.80,68.50,1021.91,451,23790
2025-02-03,04:13:34,15.30,5.50,74,42.70,69.50,1021.82,190,24390
2025-02-03,04:23:41,15.00,5.20,76,42.80,70.70,1021.91,155,24993
2025-02-03,04:33:46,15.50,5.50,80,43.00,68.80,1021.80,160,25598
2025-02-03,04:43:50,15.40,6.00,80,43.20,66.00,1021.96,145,26200
2025-02-03,04:54:01,15.40,5.70,78,42.60,66.60,1021.93,137,26807
2025-02-03,05:04:06,15.00,5.50,74,42.30,67.70,1022.01,378,27411
2025-02-03,05:14:13,15.10,5.50,78,42.50,67.40,1022.10,168,28016
2025-02-03,06:25:21,15.50,5.80,74,44.20,66.20,1021.89,509,32267
2025-02-03,06:35:26,15.10,5.30,78,43.10,68.90,1021.81,135,32870
2025-02-03,06:45:31,15.00,5.40,76,42.80,68.60,1021.78,142,33473
2025-02-07,21:57:41,18.40,5.20,130,37.10,79.90,1012.70,270,29
2025-02-07,22:07:49,18.50,5.20,82,37.30,79.60,1012.64,273,628
2025-02-07,22:18:05,18.30,5.20,78,37.20,78.80,1012.63,416,1226
2025-02-07,22:28:21,18.30,5.10,76,37.50,78.60,1012.53,461,1825
2025-02-07,22:38:37,18.20,5.00,80,37.70,78.50,1012.36,265,2424
2025-02-07,22:48:53,18.00,5.20,76,37.70,78.50,1012.31,446,3022
2025-02-07,22:59:08,18.00,5.20,80,38.20,78.30,1012.22,275,3620
2025-02-07,23:09:24,17.90,5.20,80,38.20,78.20,1012.27,342,4219
2025-02-07,23:19:40,17.70,5.30,86,38.20,77.70,1012.12,478,4818
2025-02-07,23:29:56,17.60,5.40,78,38.00,77.50,1012.04,484,5416
2025-02-07,23:40:12,17.50,5.30,86,38.10,77.40,1011.95,252,6015
2025-02-07,23:50:28,17.40,5.50,84,38.00,77.70,1011.98,455,6613
2025-02-08,00:00:43,17.20,5.10,92,38.00,77.50,1011.97,456,7211
2025-02-08,00:10:59,17.20,5.30,74,38.00,77.40,1011.82,455,7810
2025-02-08,00:21:15,17.10,5.20,80,38.10,76.90,1011.81,298,8408
2025-02-08,00:31:31,17.10,5.30,86,38.50,77.10,1011.69,278,9007
2025-02-08,00:41:46,17.00,5.30,90,38.50,77.10,1011.38,310,9605
2025-02-08,00:52:02,17.00,5.40,74,38.60,76.60,1011.34,502,10204
2025-02-08,01:02:18,17.00,5.40,92,38.80,76.40,1011.28,283,10802
2025-02-08,01:12:33,17.00,5.40,74,39.00,76.70,1011.09,267,11400
2025-02-08,01:22:49,17.00,5.40,76,39.10,77.10,1011.14,435,11998
2025-02-08,01:33:05,16.90,5.40,84,39.40,77.70,1011.14,413,12597
2025-02-08,01:43:21,16.90,5.50,74,39.50,77.30,1011.10,284,13195
2025-02-08,01:53:37,16.90,5.70,82,39.40,77.20,1011.05,419,13793
2025-02-08,02:03:53,16.90,5.50,80,39.40,77.00,1011.07,293,14392
2025-02-08,02:14:08,16.90,5.70,70,39.20,76.20,1011.02,421,14990
2025-02-08,02:24:24,16.80,5.80,82,39.20,76.10,1010.95,457,15589
2025-02-08,02:34:40,16.90,5.80,84,39.10,75.80,1011.00,283,16187
2025-02-08,02:44:56,16.80,5.70,74,39.10,75.90,1010.83,384,16786
2025-02-08,02:55:11,16.80,5.80,76,39.30,76.30,1010.77,432,17384
2025-02-08,03:05:28,16.80,5.80,74,39.40,76.10,1010.77,272,17983
2025-02-08,03:15:43,16.70,5.80,80,39.80,76.10,1010.59,262,18581
2025-02-08,03:25:59,16.70,5.70,78,39.70,76.40,1010.58,266,19180
2025-02-08,03:36:15,16.70,5.80,72,39.60,76.30,1010.57,394,19778
2025-02-08,03:46:31,16.70,5.80,84,39.70,76.40,1010.40,449,20377
2025-02-08,03:56:47,16.70,5.80,58,39.70,77.10,1010.59,377,20975
2025-02-08,04:07:03,16.60,5.90,78,39.60,76.50,1010.54,475,21574
2025-02-08,04:17:19,16.60,5.80,90,39.40,77.40,1010.63,400,22172
2025-02-08,04:27:35,16.60,5.80,64,39.40,77.40,1010.68,271,22771
2025-02-08,04:37:50,16.60,5.70,80,39.70,77.80,1010.39,436,23369
2025-02-08,04:48:06,16.60,5.90,80,39.70,77.40,1010.49,845,23968
2025-02-08,04:58:22,16.60,5.80,72,39.60,77.70,1010.50,298,24566
2025-02-08,05:08:37,16.60,6.00,88,39.60,77.50,1010.52,456,25164
2025-02-08,05:18:53,16.60,5.90,74,39.70,77.50,1010.50,421,25762
2025-02-08,05:29:09,16.50,6.00,84,39.70,77.40,1010.41,485,26361
2025-02-08,05:39:25,16.50,5.90,88,39.90,77.70,1010.35,292,26959
2025-02-08,05:49:40,16.50,6.00,82,39.80,78.10,1010.23,418,27557
2025-02-08,05:59:56,16.50,6.00,76,39.70,78.10,1010.44,378,28155
2025-02-08,06:10:12,16.50,6.00,88,39.70,78.00,1010.33,451,28754
2025-02-08,06:20:27,16.40,6.00,88,39.80,77.30,1010.53,441,29352
2025-02-08,06:30:43,16.50,5.80,78,39.70,78.80,1010.46,259,29950
2025-02-08,06:40:59,16.50,5.90,76,39.80,78.30,1010.63,520,30549
2025-02-08,06:51:15,16.50,5.80,78,39.90,78.10,1010.73,883,31148
2025-02-08,07:01:30,16.40,5.90,86,39.60,78.10,1010.68,288,31746
2025-02-08,07:11:46,16.40,6.00,84,39.70,77.40,1010.80,581,32344
2025-02-08,07:22:01,16.30,6.00,80,39.70,77.60,1010.82,771,32942
2025-02-08,07:32:17,16.30,6.20,82,39.70,76.50,1011.16,335,33541
2025-02-08,07:42:33,16.30,6.30,88,39.70,76.30,1011.24,817,34140
2025-02-08,07:52:49,16.30,6.40,80,39.80,76.20,1011.35,369,34738
2025-02-08,08:03:05,16.30,6.30,72,40.00,76.10,1011.44,380,35337
2025-02-08,08:13:21,16.40,6.10,76,40.00,77.20,1011.58,479,35935
2025-02-08,08:23:37,16.30,6.30,60,40.00,77.50,1011.68,318,36534
2025-02-08,08:33:52,16.40,6.20,82,40.00,78.50,1011.70,360,37132
2025-02-08,08:44:08,16.30,6.20,80,39.90,78.80,1011.54,412,37731
2025-02-08,08:54:24,16.30,6.50,86,40.30,79.00,1011.72,401,38329
2025-02-08,09:04:40,16.50,6.50,92,40.40,79.00,1011.70,436,38928
2025-02-08,09:14:56,16.40,6.70,84,40.50,79.50,1011.80,657,39526
2025-02-08,09:25:11,16.50,6.50,90,40.50,79.90,1011.89,440,40124
2025-02-08,09:35:28,16.50,6.60,90,40.80,79.50,1011.81,926,40724
2025-02-08,09:45:44,16.70,6.80,110,40.80,79.80,1011.98,406,41322
2025-02-08,09:56:00,16.80,6.60,110,40.80,80.70,1012.07,453,41921
2025-02-08,10:06:16,16.90,6.70,112,40.70,81.50,1012.05,307,42519
2025-02-08,10:16:32,19.80,6.70,112,39.70,81.30,1012.13,402,43118
2025-02-08,10:26:48,21.10,6.70,152,38.90,82.30,1011.97,420,43716
2025-02-08,10:37:04,22.50,6.90,124,38.20,82.80,1011.87,371,44315
2025-02-08,10:47:21,21.10,7.10,152,38.60,81.00,1012.07,444,44913
2025-02-08,10:57:37,20.30,7.20,144,38.90,80.70,1012.09,439,45512
2025-02-08,11:07:54,22.30,7.10,134,37.70,81.70,1012.12,461,46110
2025-02-08,11:18:10,20.80,7.30,134,38.80,82.30,1012.15,383,46709
2025-02-08,11:28:26,20.30,7.30,106,39.10,82.50,1012.30,494,47307
2025-02-08,11:38:42,21.70,7.40,140,38.60,81.70,1012.38,411,47905
2025-02-08,11:48:59,22.60,7.70,136,38.10,81.00,1012.41,413,48504
2025-02-08,11:59:15,22.20,7.60,114,38.80,82.30,1012.50,415,49102
2025-02-08,12:09:31,24.10,7.90,130,36.90,82.20,1012.40,403,49701
2025-02-08,12:19:48,23.10,8.90,136,37.50,76.50,1012.58,501,50299
2025-02-08,12:30:05,24.50,9.40,134,37.10,72.90,1012.61,412,50897
2025-02-08,12:40:22,23.20,9.50,140,35.40,71.40,1012.74,435,51496
2025-02-08,12:50:38,22.80,9.50,136,36.80,70.00,1012.94,381,52094
